=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2014.03.29 14:33:53 =~=~=~=~=~=~=~=~=~=~=~=
Æ£	b‚b‚j1686,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
1723,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
1760,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
1797,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
1834,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
1871,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
1908,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
1945,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
1982,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
2019,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
2056,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
2093,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
2130,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
2167,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
2204,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
2241,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
2278,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
2315,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
2352,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
2389,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
2426,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
2463,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
2500,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
2537,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
2574,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
2611,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
2648,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
2685,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
2722,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
2759,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
2796,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
2833,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
2870,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
2907,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
2944,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
2981,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
3018,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
3055,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
3092,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
3129,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
3166,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
3203,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
3240,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
3277,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
3314,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
3351,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
3388,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
3425,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
3462,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
3499,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
3536,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
3573,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
3610,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
3647,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
3684,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
3721,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
3758,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
3795,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
3832,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
3869,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
3906,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
3943,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
3980,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
4017,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
4054,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
4091,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
4128,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
4165,0,0,0,0,0,0,0,-500,-500,-500,0,0,0,0
