
43933,-756,84,16920,-234,42,-23,1,1,0,-2,0,1,0,1
44009,-816,148,16916,-239,14,-13,2,0,0,-2,0,1,0,1
44047,-652,188,16916,-259,35,-27,1,0,0,0,0,1,0,1
44123,-668,176,16952,-243,81,-28,1,0,0,0,0,0,0,52
44237,-804,384,16288,-261,107,-24,1,0,0,0,0,0,0,51
44313,-600,300,16832,-239,602,-44,1,1,0,-2,0,0,0,51
44351,-736,168,17324,-211,1071,-1,1,0,0,0,0,0,0,51
44427,-1216,372,16896,-209,2141,-65,1,2,0,-2,0,0,0,51
44466,-1276,164,16444,-216,2670,-37,1,2,1,1,0,0,0,51
44542,-1004,64,17028,-187,3582,-76,1,2,1,-1,0,0,0,51
44619,-2068,16,16256,-169,4291,-84,2,2,0,0,0,0,0,51
44657,-3440,908,16840,-209,4505,-68,1,2,0,-2,0,0,0,51
44734,-3384,80,17136,-196,4922,-58,1,0,0,-3,0,0,0,52
44812,-4020,148,16984,-149,5109,-105,1,0,0,-2,0,0,0,51
44851,-4452,360,16640,-146,5128,-102,1,0,0,1,0,0,0,51
44928,-5480,1444,15492,-137,4967,-90,2,1,0,-2,0,0,0,51
45005,-5752,856,14240,-184,4335,-114,1,1,0,-3,0,0,0,51
45044,-6412,-92,14852,-153,3980,-67,1,1,0,-2,0,0,0,52
45122,-6440,108,15756,-134,3311,-89,1,1,1,-1,0,0,0,51
45199,-8308,1020,14988,-282,2348,-32,1,2,1,-2,0,0,0,51
45238,-8248,-24,15164,-213,1944,3,1,0,1,-1,0,0,0,51
45314,-7680,-88,16380,-236,804,-66,1,1,1,-2,0,0,0,51
45352,-8356,460,15212,-213,329,-53,1,1,0,-2,0,0,0,51
45428,-7092,-412,14352,-229,-659,11,1,0,0,0,0,0,0,51
45466,-8212,344,14704,-237,-1105,5,1,0,0,-3,0,0,0,51
45542,-7712,292,14416,-283,-1794,-24,1,1,0,-3,0,0,0,51
45581,-7624,264,14316,-326,-2155,11,2,0,0,-3,0,0,0,51
45659,-7032,732,15148,-244,-2408,36,2,1,0,-2,0,0,0,52
45736,-6528,1016,15332,-345,-2602,-3,1,1,0,-3,0,0,0,52
45775,-5900,244,15904,-290,-2741,29,2,1,0,-2,0,0,0,52
45853,-6728,320,15836,-264,-2719,14,1,2,0,-3,0,0,0,51
45930,-4404,-548,16660,-228,-2309,2,2,2,0,-2,0,0,0,52
45969,-4628,404,14852,-300,-2153,31,1,1,1,-2,0,0,0,51
46046,-4844,596,16968,-273,-1675,-16,2,1,0,1,0,0,0,52
46161,-4368,-236,16700,-216,-835,-11,2,2,0,-2,0,0,0,51
46200,-3164,324,15648,-166,-387,10,1,1,0,-2,0,0,0,52
46276,-3604,632,16848,-215,272,-40,1,0,0,0,0,0,0,52
46352,-4452,156,17128,-205,798,-53,1,0,0,0,0,0,0,51
46390,-4656,652,15764,-200,1052,-47,1,1,0,-3,0,0,0,51
46468,-4664,808,15844,-216,1356,1,1,0,0,-2,0,0,0,51
46544,-5544,596,16000,-218,1599,-40,1,1,0,-2,0,0,0,51
46583,-5184,476,16384,-174,1728,-40,1,1,1,1,0,0,0,51
46659,-5928,1184,15724,-208,1826,-46,1,1,0,-2,0,0,0,51
46698,-5200,796,15084,-224,1783,-26,1,1,0,-1,0,0,0,51
46775,-5528,284,16756,-180,1560,-39,2,1,0,-2,0,0,0,51
46814,-5596,-408,15604,-190,1412,-41,1,1,1,1,0,0,0,51
46891,-5044,-44,15520,-184,1113,-46,1,1,1,-2,0,0,0,52
46930,-6180,180,15452,-202,865,-18,1,1,0,0,0,0,0,51
47006,-6776,-172,15796,-166,509,-31,1,0,0,-2,0,0,0,51
47045,-6392,-732,16060,-181,337,-19,1,0,0,-2,0,0,0,51
47122,-5832,956,15168,-250,48,-31,1,0,0,1,0,0,0,51
47236,-6300,268,15704,-222,-336,6,2,1,0,-2,0,0,0,51
47274,-6388,908,16108,-321,-447,-42,1,0,0,-2,0,0,0,51
47351,-6336,240,16560,-261,-587,-23,2,1,0,0,0,0,0,52
47427,-5608,-148,16040,-222,-636,19,1,1,1,-2,0,1,0,1
47465,-6264,-28,16016,-261,-611,-14,1,0,0,-1,0,2,0,2
47541,-5996,280,15208,-291,-856,-21,1,0,0,-1,0,1,0,1
47579,-5620,-60,16432,-240,-1011,27,1,0,0,-2,0,1,0,1
47655,-5188,512,15872,-303,-1675,-2,1,0,0,-2,0,1,0,1
47693,-5188,-24,16564,-296,-1929,7,1,0,0,0,0,1,0,1
47769,-5136,-96,16528,-281,-2578,37,1,1,1,-2,0,1,0,1
47807,-4316,60,16664,-292,-2922,18,1,1,0,-2,0,1,0,1
47883,-4052,220,16660,-300,-3533,13,1,0,0,-2,0,1,0,1
47960,-3836,-204,16596,-268,-4069,59,1,1,1,-2,0,1,0,1
47999,-3224,128,16516,-363,-4141,30,2,1,0,-2,0,1,0,1
48075,-2500,372,16368,-420,-4399,27,2,1,0,-2,0,1,0,1
